tweet;;;;;;;;;;;;;;;;;;;;;;;near;geo;source;user_rt_id;user_rt;retweet_id;reply_to;retweet_date;translate;trans_src;trans_dest
@irwan_dwi_a digital activism dimasa sekarang, menurut saya sangat berkembang pesat, apalagi di masa pandemi ini, semua media melakukan digital activism, bahkan perusahaan pun juga melakukan hal tersebut, seperti #pakaimasker #stayathome   #Asigta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'irwan_dwi_a', 'name': 'Irwan Dwi Arianto', 'id': '224971239'}];;;;
warganya suruh patuhi protokol giliran para tokoh bikin acara dibolehkan @frieskaJKT48 #pakaimasker  #JagaJarak #CuciTanganPakaiSabun;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'frieskaJKT48', 'name': 'Frieska Anastasia', 'id': '432746335'}];;;;
Jakarta covid-19 🔥🔥🔥 Parah ya, jutaan penghargaan tidak akan ada artinya kalau warganya banyak sakit semua  banyak yang gamau pakai masker #pakaimasker 😷 #jagajarak 👤❌👤  https://t.co/2jecx1KeOt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@nora49968452 Jaga kesehatan. Jangan lupa #pakaimasker ya 🙏🏽;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'nora49968452', 'name': 'nora', 'id': '1327484558246219776'}];;;;
denda gapakai masker bro bikin males #jagajarak #pakaimasker #cegahcovid-19 #sayangkeluarga #jumantikrw03 #ruwar03petogogan #rukunwarga03petogogan #03petogogan #dirumahaja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Akhirnya ngerasain di swab... Terima kasih ibu2 yg melayani.. kalian luaaarrrrr biasaaaaaa... Tuhan memberkati 🙏  #stayathome  #pakaimasker  #mencucitangan  #menjagajarak  https://t.co/x453ltpTK2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
mencoba pake one set yg lg viral itu tp kok di aku jadinya aku tenggelem. ootd ke pasar ttp #pakaimasker sama bawa tas belanja. feat jilbab yg ga bener bgt itu  https://t.co/xXkfPdUDBc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Namun demikian, tetap waspada, terapkan #JagaJarak , #pakaimasker dan sebisa mungkin #dirumahaja karena penerapan dan distribusi vaksinasi membutuhkan waktu, sehingga diperkirakan sampai pertengahan atau akhir 2021 baru bisa kembali #normal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masyarakat mengecam ceramah provokatif HRS  #BERSATULAWANCOVID19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/ChpjrxTvrq;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kecam keras ceramah provokatif HRS terkait protokol kesehatan  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/t8CfBlyaBL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu patuhi Protokol Kesehatan #PakaiMasker  https://t.co/EjYW2ciQEH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Wajib memakai masker Wajib menjaga jarak dan menghindari kerumunan Wajib cuci tangan  #satgascovid19 #ingatpesanibu #ingatpesanibupakaimasker #ingatpesanibujagajarak #ingatpesanibucucitangan #pakaimasker #jagajarak #jagajarakhindarikerumunan #cucitangan *#cucitangandengansabun*  https://t.co/aPqPj5Bl5u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pahlawan.  #pakaimasker untuk melindungi orang-orang disekitar kalian.  Ketua Covid PB IDI Andrianto Purnawan Meninggal usai Corona  https://t.co/2F3Tk93gH4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
pakai maskernya awas kena razia #pakaimasker #kamismanis Malam Jum'at  https://t.co/dyByR3Moua;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa ya Sobat selalu menerapkan 3M yaitu dengan cara  : 1. Memakai Masker😷 2. Mencuci Tangan💦 3. Menjaga Jarak🧍🏼‍♀️ . . Agar tetap aman dan terhindar dari virus ya sobat☺️.  #jagajarak #pakaimasker #cegahcovid-19 #sayangkeluarga #ruwar03petogogan #03petogogan #dirumahaja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Diklat Banser Kab.Sidrap Sulsel. #pakaimasker #JagaJarak  https://t.co/iniqgK5Q8z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Setiap pagi sy selalu terima peringatan dari akun Lawan Covid 19: “Selalu disiplin #PakaiMasker #JagaJarak dan #CuciTanganPakaiSabun. Ketika di tempat publik, hindari kerumunan. Lindungi diri, lindungi negeri.  https://t.co/A4ECUcj8jE”✅ Tdk ada kecuali kerumunan yg dilindungi UU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
pada pakai masker makanya biar ga kena denda razia wkwk#FotoProfilBaru #pakaimasker  https://t.co/FnggB8eOFx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ormas mendukung sanksi tegas pelanggar protokol kesehatan  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/TI8h7QgmeE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Dukung sanksi tegas pelanggar protokol kesehatan  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/Y8T2RtMG0J;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
⚠️⚠️⚠️  1. sebisa mungkin #dirumahsaja  2. apabila harus keluar rumah: 2a. selalu #pakaimasker.  jangan sentuh area wajah (hidung, mulut, mata). 2b. selalu #jagajarak. hindari kerumunan. 2c. #cucitangan  pakai sabun secara teratur. 2d. #tetapwaspada. anggap semua kena.  ⚠️⚠️⚠️;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
jangan lupa gunakan masker dan tetap bahagia. #Covid_19 #pakaimasker  https://t.co/crdBfjPn04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Apapun motif maskermu, tetap pakai yang berbahan aman dan nyaman!   Tetap pakai maskermu   #pakaimasker #JatengGayeng #JatengPeduliSesama #BersamaLawanCorona  https://t.co/4HRjTH5k59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Penerapan (Tracing, Testing, Treatment) dan perilaku 3M (#PakaiMasker #JagaJarak #CuciTanganPakaiSabun) penting untuk putus penularan COVID-19.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sekarang aku off twitter dulu yaaa.., mo jahit 100 Masker Pesenan Om Sandi. Swemangat.. Warga indonesia mah suka kan kalau dikasih masker secara gratis 💪💪💪🥰🥰🥰🌄🌄🌄  #StaySafe #StayHealthy #PakaiMasker  https://t.co/NRuULuodZ8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Eits...   Tetap #pakaimasker dan #jagajarak ya guys... Jangan lupa #cucitangan lalu langsung #mandi klo sudah tiba di rumah...   📸 by: @yoanafrieda  #lovelydaughter  #torystories  #candid @ Jakarta, Indonesia  https://t.co/lBFtbVOr7K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@kemkominfo Penerapan (Tracing, Testing, Treatment) dan perilaku 3M (#PakaiMasker  #JagaJarak #CuciTanganPakaiSabun) penting untuk putus penularan COVID- 19.  https://t.co/feMA0FPbB3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'kemkominfo', 'name': 'Kementerian Kominfo', 'id': '177848697'}];;;;
@RadenKianSayang @DKIJakarta @humasjateng @ganjarpranowo Lah ngawur, aku cuma Bilang ga melanggar aturan PSBB 🤣  Siapa juga yang membenarkan ga pake masker? saya di kampung sendiri aja jd relawan Covid, selalu mengimbau #pakaimasker ga pernah tuh membe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'RadenKianSayang', 'name': 'Saddam Husaini, SH , D0 🗯', 'id': '1203926900'}, {'screen_name': 'DKIJakarta', 'name': 'Pemprov DKI Jakarta', 'id': '166014938'}, {'screen_name': 'humasjateng', 'name': 'Humas Jateng', 'id': '2276246437'}, {'screen_name': 'ganjarpranowo', 'name': 'Ganjar Pranowo', 'id': '109762193'}];;;;
Terus semangat #PakaiMasker #JagaJarak #CuciTangan #TetapBahagia #KuatBantuLemah #BersatuLawanCovid19. Doaku selalu untuk para dokter, perawat, tenaga medis dan tenaga pendukung yang tak kenal lelah membantu umat manusia di seluruh dunia 😍🙏🏼🇲🇨  (2)  https://t.co/z9oncrhiV0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@maman1965 Setiap dari kita berhak sehat, dan berkewajiban menjaga kesehatan orang lain.  . . #pakaimasker #cucitangan  #JagaJarak  #hindarikerumunan #cucitanganpakaisabun  https://t.co/5P7lrmgxPM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'maman1965', 'name': 'IG : kangmaman1965', 'id': '405822983'}];;;;
Pejamu (host) Covid : manusia. Salah satu faktor instrinsik manusia adl perilaku. Cth : merokok, cuci tangan, kebiasaan makan.   Pencegahan covid dgn perubahan perilaku seperti selalu menggunakan masker (#cucitangan #pakaimasker #stayathome) sdh disosialisasikan pemrenta.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Tolong #pakaimasker jangan bandel bahaya buat diri sendiri dan orang lain... #jagajarak #cucitangan 🙏🏽;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Corona belum berakhir, disiplin pakai masker dimana saja anda beraktifitas . . . #patuhiprotokolkesehatan  #covid_19  #pakaimasker  https://t.co/z0BVCttEPV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sembari vaksin kita tunggu, #PakaiMasker  #JagaJarak  kita patuh.  . . . ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Peraturannya #pakaimasker, bukan #bawamasker. Pelanggaran tidak boleh dibenarkan hanya karena pelakunya amat banyak.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kapolda aja di copot, jabatan taruhan nya. Covid bukan main-main. #pakaimasker #cucitangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Bismillah.. 💝  #StaySafe #StayHealthy #PakaiMasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ikutan ah, maskernya nyaman dipakainya. #StaySafe #StayHealthy #PakaiMasker @defffend;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Walau tidak pagi.  #tanamanpekarangan #cintatanaman  Mengingatkan diri sendiri, saat beraktivitas diluar rumah #pakaimasker #JagaJarak #cucitanganpakaisabun #janganberkerumun  https://t.co/OMONgIf1iD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Pakai Masker Yang Benar!  Kalau pakai masker yang benar ya. Masker menutupi area dari dagu sampai hidung. Jangan sembarangan, jangan suka dibuka-buka. Apalagi kalau ditaruh di jidat hehehe #azizahruhama #tangselmaju #pakaimasker  https://t.co/57Vc6lLTwA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Walau lelah dan bosan tetap terus disiplin melaksanakan protokol kesehatan  #pakaimasker #JagaJarak #CuciTangan   https://t.co/xBqBgHEzij;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@pizzalicius Ikan asin di pasar minggu, nasi kerak durian runtuh. Sembari vaksin kita tunggu, #PakaiMasker #JagaJarak kita patuh.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'pizzalicius', 'name': 'finola 🧸| ni-kiday!', 'id': '1319805583831126016'}];;;;
Sinergitas pemerintah dan masyarakat dalam penanganan Covid-19 ayo pakai masker jangan lupa  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/hLmOhaQIFc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ingat Pesan Ibu , Pakai Masker mu   #pesanibu #pakaimasker  https://t.co/eB9AKcTUS6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Softiess adalah masker andalanku.  #PakaiMasker  https://t.co/gwy4M4ztPa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lupa #pakaimasker  Gus Nur saja bisa positif Covid-19 loh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
69 orang konfirmasi covid, 3x lebih besar dari tiga bulan yang lalu. Ini yang bikin males udah patuh pakai masker ehh yang lain bikin ulah  #COVID19 kab. Semarang (15/11)  (sebuah utas)  #pakaimasker #IndonesiaMembaik  https://t.co/8tvZX32N5u;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Nggak Cuma Sanksi Dunia  Yang Ngumpulin Massa Di Tengah Pandemi, Bakal Dimintai Pertanggungjawaban Di Akhirat  #BNPB #Satgascovid19 #ingatpesanibu #pakaimasker #jagajarak #cucitangan #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMCoid    https://t.co/i2uQ3EL4uQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Tidak semuanya bisa diganti dengan nominal, #pakaimasker #pakaiotak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
pakai maskernya dong ikuti aturan pemerintah #ProtokolKesehatan #PakaiMasker #CuciTangan #JagaJarak #EGP #AKBPEVAGUNAPANDIA #JogoJawaTimur #JogoTulungagung  https://t.co/4Qyi0RGWTt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
 Ikan asin di pasar C388minggu, nasi kerak durian runtuh. Sembari vaksin kita tunggu, patuhi pake masker dan jaga jarak #PakaiMasker #JagaJarak kita patuh.  https://t.co/qLGGQPu1Lo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'aranagrandeyz', 'name': 'araa', 'id': '1302513377135132673'}];;;;
Ikan asin di pasar minggu, nasi kerak durian runtuh. Sembari vaksin kita tunggu, #PakaiMasker #JagaJarak kita patuh.  https://t.co/MbbtFyBkLi  *Pesan gak bermanfaat hanya menuh2 i notif SMS doang 🙄🙄🙄🙄;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ikan asin di pasar minggu, nasi kerak durian runtuh. Sembari vaksin kita tunggu, #PakaiMasker #JagaJarak kita patuh.  https://t.co/RSC7KqecqK Gudil jaran  Tai kebo  Wes kui wae,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sederhana sih tapi aku bahagia #pakaimasker #jagajarak #CuciTanganPakaiSabun #dirumahaja #jogjaistimewa  https://t.co/kNZXwBu4Q6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@TAATILAH PERATURAN PROTOKOL COVID_19 #pakaimasker Di Tempat keramai Agar Terhindar dari wabah CORONA.  https://t.co/pPfDzo4Sty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Undangan Nikahan yang tidak sampai 10 rb orang dibubarkan, ini yang katanya mau dihadiri 10 rb orang malah dikasih pengamanan ?? Adilkah ? Tanya aja....percuma warga disuruh pakai masker, patuhi protokol kesehatan kalau gini jadinya  #proyokolkesehatan #pakaimasker #jagajarak #cegahcovid19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ya udahlah ya, kita yang taat aturan, #dirumahaja,#jagajarak, #pakaimasker, #hindarikerumunan 👨‍👩‍👧‍👦, memang warga kelas dua.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#ADV Buat kalian yang kadang nggak sengaja kelepasan waktu batuk atau bersin, selalu #IngatPesanIbu ya!  #ingatpesanibu #newnormal #jagajarak #jagajarakhindarikerumunan #mengunakanmasker #mencucitangan #suarasurabaya #satgascovid19 #pakaimasker #cucitangan #cucitanganpakaisabun  https://t.co/PrVS1IvtRX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
jangan lupa pakai masker kalau mau nonton di bioskop yaa#pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Setiap kisah selalu ada hikmah, gak boleh juga terlalu takut dan panik saat pandemi. 🙄 Karena panik #dirumahaja justru bisa semakin membahayakan kesehatan diri. 😋 Tinggalkan kepanikan dan jangan lupa #PakaiMasker bagian dari berikhtiar. 😘  Mana corona? 😬 Sini gua telan! 🤓;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
"""Kita semua wajib berikhtiar, berusaha sekuat tenaga melindungi diri kita, keluarga, saudara2 kita, bangsa kita dari risiko penularan Covid-19. tetap gunakan masker saat keluar rumah #pakaimasker  https://t.co/8bxbeBEUje";;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
ga Cuma orang orang desa yang susah disuruh pakai masker orang kota lebih susah ternyata @aralicka @habibthink @RizkyKristianti #ingatpesanibu #pakaimasker #jagajarak #cucitangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'aralicka', 'name': 'Mira', 'id': '105444339'}, {'screen_name': 'habibthink', 'name': 'IG: HabibThink', 'id': '333923119'}, {'screen_name': 'RizkyKristianti', 'name': 'Miss Kiki', 'id': '74318888'}];;;;
@BirkinDust @hobiinstagraman Anak kecil aja pakai masker, masa para tokoh masyarakat masih banyak yang enggak  #staysafe #pakaimasker #Giveaway  https://t.co/gDHIlpJwOz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'BirkinDust', 'name': 'Hermès', 'id': '19096571'}, {'screen_name': 'hobiinstagraman', 'name': 'aku skg ini lagi', 'id': '78530390'}];;;;
udah cari duit susah masih disuruh beli masker belum kalau lupa bawa kalau mau jalan jadi beli lagi dijalan #pakaimasker #COVID19  https://t.co/6Z4uPYCAnG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
katanya mau sehat semua, pakai masker aja susahnya minta ampun #SiapUntukSelamat #pakaimasker  #SalamSehat  https://t.co/pJ7QdEbZjc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Patuhi Protokol Kesehatan #siapuntukselamat #pakaimasker #JagaJarak #cucitanganpakaisabun #salamsehat  https://t.co/DM0tkto06W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Ribuan Warga Menolak Edukasi Protokol Kesehatan #satgascovid19 #ingatpesanibu #pakaimasker #jagajarak #jagajarakhindarikerumunan #cucitangan #cucitanganpakaisabun #infogorontalo #gorontalo #covid19 #coronavirus #hargocoid  https://t.co/j5QGlMhdsp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan Pernah Lupakan Maskermu  Bersama Cegah Penyebaran Covid-19. • #pakaimasker #terapkanprotokolkesehatan #polseksungaipinang @polrestasamarinda  https://t.co/03aKU2yOgO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
gila gilaan gencarkan penggunaan masker giliran ada tokoh masyarakat adain acara yang bakal dihadiri ribuan orang malah dikasih keamanan #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#ADV Masa pandemi kayak sekarang ini ngeharusin kita beradaptasi sama hal hal yang baru, nggak terkecuali Event, pren   Tetap lakuin 3M, Mencuci Tangan, Memakai Masker dan Menjaga Jarak  #ingatpesanibu #newnormal #jagajarak#suarasurabaya #satgascovid19 #pakaimasker #cucitangan  https://t.co/y18WBSUzFl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
pakai masker sih pakai Cuma ya jangan sampai seminggu ga dicuci dong @BirkinDust @hobiinstagraman #pakaimasker #StayHealthy  https://t.co/eUSCRcYWl7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'BirkinDust', 'name': 'Hermès', 'id': '19096571'}, {'screen_name': 'hobiinstagraman', 'name': 'aku skg ini lagi', 'id': '78530390'}];;;;
ah pakai masker gabisa foto foto ditempat umum secara bebas @BirkinDust @hobiinstagraman Gak punya foto selfie pake masker terbaik 🙈.  #KitaJagaKita #StaySafe #StayHealthy #StaySafeStayHealthy  #Indonesia #pakaimasker  https://t.co/TjQdowI7oI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'BirkinDust', 'name': 'Hermès', 'id': '19096571'}, {'screen_name': 'hobiinstagraman', 'name': 'aku skg ini lagi', 'id': '78530390'}];;;;
Protokol yang dia maksudkan adalah #ingatpesanibu untuk #pakaimasker, #cucitangan pakai sabun, dan #jagajarak hindari kerumunan. Semangat Basmi Kovid19 #OptimisHadapiKrisis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Lindungi Diri, Lindungi Negeri  #JagaJarak  #HindariKerumunan #PakaiMasker #CuciTanganPakaiSabun #LindungiDiriLindungiNegeri  https://t.co/LVTRaVTADF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Sebaiknya kita tetap #DiRumahSaja untuk memutus mata rantai Covid-19 secara efektif. Mari terus terapkan protokol kesehatan sebagai kunci untuk menjaga diri dan sesama agar tetap sehat. Stay safe you guys!  #PakaiMasker #StaySafe #LawanCovid19 #SocialDistancing #CuciTangan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Dukungan masyarakat untuk penanganan Covid-19 lebih baik  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/VyWZiV41dx;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masyarakat mendukung penanganan Covid-19 lebih baik  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/7bDBLmK4Mo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu disiplin #PakaiMasker #JagaJarak dan #CuciTanganPakaiSabun. Ketika di tempat publik, hindari kerumunan. Lindungi diri, lindungi negeri.  https://t.co/UXuZLItCf9  https://t.co/1XEB0B98vK;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Selalu disiplin #PakaiMasker #JagaJarak dan #CuciTanganPakaiSabun. Ketika di tempat publik, hindari kerumunan. Lindungi diri, lindungi negeri.  https://t.co/jftWBPthBz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#ADV Biar tidak terpapar COVID-19 selalu #IngatPesanIbu, maka ingat 3M. Memakai Masker-Menjaga Jarak-Mencuci Tangan Dengan Sabun   #newnormal #jagajarak #jagajarakhindarikerumunan #mengunakanmasker #mencucitangan #suarasurabaya #satgascovid19 #pakaimasker #cucitangan  https://t.co/aj7LFDOInX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
#pakaimasker  #JagaJarak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Semoga karya ini membantu menyemangati dan mengingatkn kita semua utk menolak menyerah pada kondisi sekarang ini..mohon bantuan share, like dan subscribe🙏😇 #senimusik #narasikebaikan #pakaimasker #cucitanganpakaisabun  #JagaJarak    https://t.co/fVoPuK2Grm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Bukti nyata klaim asuransi ,terkena covid 19 nginap RS 13 hari dengan total biaya 118juta.  Ayo proteksi diri anda sekarang juga , jangan tunggu datangnya resiko maka semua akan terlambat.  COVID-19  Corona  #PercayaIndonesiaMaju  #pakaimasker  #IndonesiaMembaik  https://t.co/Dl77jDLMeE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
@kompascom Biasa saja tdk usah khwatir. Mau menghindari pandemi sampai kapan. Asal tidak punya penyakit kronis, bawaan yaa..insha allah aman. #pakaimasker;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[{'screen_name': 'kompascom', 'name': 'Kompas.com', 'id': '23343960'}];;;;
keterlaluan udah digencarkan sosialisasi pemakaian masker tapi masih saja banyak yang kena pelanggaran #pakaimasker #jagaJarak #hidupbersih&amp;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDI Kota Jakarta Selatan mengimbau agar kampanye 3M atau betul-betul dilaksanakan dengan baik dan benar, dicontohkan semua lapisan masyarakat, dalam hal ini publik figur melalui televisi.   #ingatpesanibu #pakaimasker #jagajarak #cucitangan   https://t.co/8JgDmG5YRD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Jangan lengah, jangan kasih kendor. Pandemi Covid-19 masih ada di sekitar kita, Sobatkom. #PHBS #BersatuLawanCovid19 #CegahBarengCovid19 #PakaiMasker #JagaJarak #CuciTanganPakaiSabun  https://t.co/YbHryE4Kyu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Kelar mamam.. langsung pasang masker lagi yaaaaa... Gpp masker sama kaos ga matching warnanya krn segala sesuatu ga harus sama.., terkadang justru perbedaanlah yg membuat hidup smakin indah 😜🥰😁💝..  #StaySafe #StayHealthy #PakaiMasker  https://t.co/xNqNqsJmWR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Morning,kerja dari pagi hingga sore. Harus keluar rumah karena bisa potong salary kalo enggak masuk ke sekolah. Intinya tetap pakai masker kemana aja. Happy tuesday,guys. #pakaimasker  https://t.co/xWpMr4y0Qn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Masyarakat harus tertib menerapkan 3M, sesuai protokol kesehatan  #bersatulawancovid19 #kawalcovid19 #indonesia #pakaimasker  https://t.co/PmSfkhBs5S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
PENGGUNAAN masker harus menjadi gaya hidup baru bagi setiap individu agar bisa menekan penyebaran dan mengurangi risiko penularan Covid-19.   #Edukasiperubahanperilakubidikmisi #pakaimasker #mengajardarirumahkemdikbud  #ditjendikti #BppPDN_official  https://t.co/OfK0pl1Zp7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
Cuci masker kainmu yuk! #satgascovid19 #ingatpesanibu #ingatpesanibupakaimasker #ingatpesanibujagajarak #ingatpesanibucucitangan #pakaimasker #jagarak #jagajarakhindarikerumunan #cucitangan  #cucitanganpakaisabun  https://t.co/OhnUFZ9Mgb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
ayoklah pakai masker, biar corona cepat hilang ekonomi stabil lagi #PatuhiProtokolKesehatan   #Pakaimasker #Pilkadaamandamaibadunsanak #Humasresslkkota #HumasPoldaSumbar #DivhumasPolri  https://t.co/j7YTSmt3Jf;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
pakai masker bikin engap sih tapi mau gamau ya harus mau daripada kena denda dan bisa tertular corona #PatuhiProtokolKesehatan   #Pakaimasker #Pilkadaamandamaibadunsanak #Humasresslkkota #HumasPoldaSumbar #DivhumasPolri  https://t.co/G2pZ8DpMv5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[];;;;
